,description,created_at,text
1128,"เมื่อวานมีกิจกรรมเข้าแถวเคารพธงชาติตอนเช้า ขณะทำกิจกรรมอยู่มีครูผู้หญิงท่านนึง ได้ทำการ "" จิกหัวและนำขวดน้ำตีหัวนัก… https://t.co/u7tH7XtRbV",2021-01-20 18:51:27,เมื่อวานมีกิจกรรมเข้าแถวเคารพธงชาติตอนเช้า ขณะทำกิจกรรมอยู่มีครูผู้หญิงท่านนึง ได้ทำการ   จิกหัวและนำขวดน้ำตีหัวนัก…
1129,"เมื่อวานมีกิจกรรมเข้าแถวเคารพธงชาติตอนเช้า ขณะทำกิจกรรมอยู่มีครูผู้หญิงท่านนึง ได้ทำการ "" จิกหัวและนำขวดน้ำตีหัวนักเรียนผู้ชายคนนึง "" และเป็นขวดน้ำที่มีน้ำเกือบเต็มขวดและแน่นอนครูท่านอื่นเห็นแต่นิ่งเฉย การกระทำเช่นนี้มันเหมาะสมแล้วหรอครับ #โรงเรียนดังย่านเรือนจำเก่า #การศึกษาไทย",2021-01-20 18:51:27,เมื่อวานมีกิจกรรมเข้าแถวเคารพธงชาติตอนเช้า ขณะทำกิจกรรมอยู่มีครูผู้หญิงท่านนึง ได้ทำการ   จิกหัวและนำขวดน้ำตีหัวนักเรียนผู้ชายคนนึง   และเป็นขวดน้ำที่มีน้ำเกือบเต็มขวดและแน่นอนครูท่านอื่นเห็นแต่นิ่งเฉย การกระทำเช่นนี้มันเหมาะสมแล้วหรอครับ
1130,มึงมันไม่ใช่ทุกคนจะสอบกะเรียนจากบ้านได้อ่ะ เน็ตบางคนเหี้ย บ้านบางบ้านเหี้ยแบบกูเนี้ยแม่เข้ามาทะเลาะกับกูที่ห้องตอนส… https://t.co/LNSyV79LnZ,2021-01-21 01:36:21,มึงมันไม่ใช่ทุกคนจะสอบกะเรียนจากบ้านได้อ่ะ เน็ตบางคนเหี้ย บ้านบางบ้านเหี้ยแบบกูเนี้ยแม่เข้ามาทะเลาะกับกูที่ห้องตอนส…
1131,"โควิดมันเลือกวันหรอ ถึงให้เรียนวันเว้นวัน คิดอะไรกันค้าา #เปิดเรียน1กุมภา
#การศึกษาไทย",2021-01-22 02:15:19,โควิดมันเลือกวันหรอ ถึงให้เรียนวันเว้นวัน คิดอะไรกันค้าา
1132,"ให้เวลาได้ทำหน้าที่ของมันไปก่อน ไม่ว่าสุดท้ายมันจะเป็นยังไง ก็ค่อยว่ากันอีกที ..🌱 #ความรัก #ความรู้สึก
#โสด… https://t.co/scdk1fzpTf",2021-01-23 03:12:49,ให้เวลาได้ทำหน้าที่ของมันไปก่อน ไม่ว่าสุดท้ายมันจะเป็นยังไง ก็ค่อยว่ากันอีกที   🌱
1133,"ครู : เธอคิดว่าในอนาคตประเทศไทยจะเป็นอย่างไรบ้าง
นักเรียน : ประเทศนี้มีอนาคตด้วยหรอคะ
#ม็อบ13กุมภา #การศึกษาไทย",2021-01-23 08:42:42,ครู   เธอคิดว่าในอนาคตประเทศไทยจะเป็นอย่างไรบ้าง นักเรียน   ประเทศนี้มีอนาคตด้วยหรอคะ
1134,ถ้าเกิดว่าร.ร.มัธยมเลือกเรียนได้ตามต้องการแบบ9:00เริ่มเรียนคณิต ของแต่ละระดับชั้น แล้วแบบใครอยากมาเรียนคณิตก็มา 11:… https://t.co/a8QuMC3gL7,2021-01-23 09:51:41,ถ้าเกิดว่าร ร มัธยมเลือกเรียนได้ตามต้องการแบบ9 00เริ่มเรียนคณิต ของแต่ละระดับชั้น แล้วแบบใครอยากมาเรียนคณิตก็มา 11 …
1135,ถ้าเกิดว่าร.ร.มัธยมเลือกเรียนได้ตามต้องการแบบ9:00เริ่มเรียนคณิต ของแต่ละระดับชั้น แล้วแบบใครอยากมาเรียนคณิตก็มา 11:00เริ่มเรียนอังกฤษ อะไรแบบนี้อ่ะ แล้วแต่คนชอบเลย เช่นแบบม.6 เขาก็จะได้เลือกเรียนตามวิชาที่อยากเรียนแบบไม่ฝืนๆอ่ะ คาบนี้วิทย์ม.6คนไหนชอบก็เข้ามาเรียน #การศึกษาไทย,2021-01-23 09:51:41,ถ้าเกิดว่าร ร มัธยมเลือกเรียนได้ตามต้องการแบบ9 00เริ่มเรียนคณิต ของแต่ละระดับชั้น แล้วแบบใครอยากมาเรียนคณิตก็มา 11 00เริ่มเรียนอังกฤษ อะไรแบบนี้อ่ะ แล้วแต่คนชอบเลย เช่นแบบม 6 เขาก็จะได้เลือกเรียนตามวิชาที่อยากเรียนแบบไม่ฝืนๆอ่ะ คาบนี้วิทย์ม 6คนไหนชอบก็เข้ามาเรียน
1136,สั่งงานไม่ได้แปลว่าสอนนะคะ #ความล้มเหลวของการศึกษาไทย #เรียนออนไลน์,2021-01-23 10:02:02,สั่งงานไม่ได้แปลว่าสอนนะคะ
1137,"แนะแนวสุดๆไปเลยเว้ยแก
#การศึกษาไทย https://t.co/Lq5SUWcWbs",2021-01-23 12:53:13,แนะแนวสุดๆไปเลยเว้ยแก
1138,พน.เปิดเรียน..การบ้านออนไลน์ยังไม่ได้ทำเลยโว้ยยยยยยย #เรียนออนไลน์ #เปิดเรียน1กพ,2021-01-23 17:39:04,พน เปิดเรียน  การบ้านออนไลน์ยังไม่ได้ทำเลยโว้ยยยยยยย
1139,"ทำไมถึงลำเอียงแบบนี้?😒
ห้องอื่นได้เล่นพละฟรีสไตล์
ห้องเราได้สอบอีหอกเอ้ย!!!!!!!
#การศึกษาไทย",2021-01-24 05:49:36,ทำไมถึงลำเอียงแบบนี้ 😒 ห้องอื่นได้เล่นพละฟรีสไตล์ ห้องเราได้สอบอีหอกเอ้ย       
1140,"ข้อสอบภาษาไทยของฉันซึ่งฉันำม่เคยได้เรียนมาก่อน เย้ๆๆๆๆๆๆ
#การศึกษาไทย #ข้อสอบ https://t.co/P4ddPXWXtc",2021-01-24 12:58:45,ข้อสอบภาษาไทยของฉันซึ่งฉันำม่เคยได้เรียนมาก่อน เย้ๆๆๆๆๆๆ
1141,อยากไปม.แล้ววว #เรียนออนไลน์,2021-01-24 13:01:29,อยากไปม แล้ววว
1142,มันจะไม่เหมือนกันได้ไง มันลอกกูหมดทั้งห้อง #เรียนออนไลน์,2021-01-24 14:47:36,มันจะไม่เหมือนกันได้ไง มันลอกกูหมดทั้งห้อง
1143,"บางทีเด็กก็โทษระบบการศึกษามากเกินไปจนไม่โทษตัวเอง
#การศึกษาไทย",2021-01-24 18:32:50,บางทีเด็กก็โทษระบบการศึกษามากเกินไปจนไม่โทษตัวเอง
1144,ทั้งสั่ง ทั้งสอบ สั่งเองก็มาทำเองอีเหี้ยกูไม่ทำแล้ว ไม่ไหวแล้วคุณพรี่ขาาาาาา  เครียสสส #เรียนออนไลน์ https://t.co/nJp2l04Zt5,2021-01-25 09:13:26,ทั้งสั่ง ทั้งสอบ สั่งเองก็มาทำเองอีเหี้ยกูไม่ทำแล้ว ไม่ไหวแล้วคุณพรี่ขาาาาาา เครียสสส
1145,🦥🦥คิวว่างแล้วน้าา รับทำอินโฟกราฟฟิก  ราคาหลักสิบจ้าา เพาเวอร์พ้อย  รายงานก็รับทำนะ คักลายมือก็รับ ถ่ายรูปส่งให้ได้… https://t.co/fzatn7KTtE,2021-01-25 10:55:59,🦥🦥คิวว่างแล้วน้าา รับทำอินโฟกราฟฟิก ราคาหลักสิบจ้าา เพาเวอร์พ้อย รายงานก็รับทำนะ คักลายมือก็รับ ถ่ายรูปส่งให้ได้…
1146,หมดไฟในการทำงานแบบสุดอ่ะ คือแค่ปิดแล้วให้เรียนออนไลน์ที่บ้าน ไม่ใช่ว่าจะสั่งงานเยอะเท่าไหร่ก็ได้มั้ยอ่ะ คนทำก็เราคน… https://t.co/MworJScgKk,2021-01-25 14:13:07,หมดไฟในการทำงานแบบสุดอ่ะ คือแค่ปิดแล้วให้เรียนออนไลน์ที่บ้าน ไม่ใช่ว่าจะสั่งงานเยอะเท่าไหร่ก็ได้มั้ยอ่ะ คนทำก็เราคน…
1147,ครูรร.นี้ชอบแซะเด็ก โรงเรียนยึดทรศ.ตั้งแต่เช้ายันเย็นโดยไม่มีเอกสารยืนยันให้เซ็นข้อตกลงก่อนหน้านี้ ในเว็บรร.ก็ไม่มี… https://t.co/V3p1CbIKou,2021-01-26 05:27:26,ครูรร นี้ชอบแซะเด็ก โรงเรียนยึดทรศ ตั้งแต่เช้ายันเย็นโดยไม่มีเอกสารยืนยันให้เซ็นข้อตกลงก่อนหน้านี้ ในเว็บรร ก็ไม่มี…
1148,โรงเรียนไม่ปิดยังพอเข้าใจ แต่นี้ทรงผมรองทรงสูงก็ยังไม่ให้ผ่าน แล้วก่อนหน้านี้บอกว่ากะเทยให้หน้ายาว5เซน ตัดมาก็ไม่ใ… https://t.co/TrwqCAOkQL,2021-01-26 14:50:58,โรงเรียนไม่ปิดยังพอเข้าใจ แต่นี้ทรงผมรองทรงสูงก็ยังไม่ให้ผ่าน แล้วก่อนหน้านี้บอกว่ากะเทยให้หน้ายาว5เซน ตัดมาก็ไม่ใ…
1149,อันนี้คือมาจากใจล้วนๆตอนนี้เหนื่ยมากเครียดมากแต่ก็เป็นกำลังใจให้ทุกคนนะคะ✌🏻✌🏻เนื้อหาในภาพหากมีความผิดพลาดประการใดต้… https://t.co/XxqE2x0BfP,2021-01-27 04:21:39,อันนี้คือมาจากใจล้วนๆตอนนี้เหนื่ยมากเครียดมากแต่ก็เป็นกำลังใจให้ทุกคนนะคะ✌🏻✌🏻เนื้อหาในภาพหากมีความผิดพลาดประการใดต้…
1150,อันนี้คือมาจากใจล้วนๆตอนนี้เหนื่ยมากเครียดมากแต่ก็เป็นกำลังใจให้ทุกคนนะคะ✌🏻✌🏻เนื้อหาในภาพหากมีความผิดพลาดประการใดต้องขออภัยด้วยนะคะ🙏🏻#การศึกษาไทย #การศึกษาฆ่าฉัน #ประเทศไทย #ระบบการศึกษา #dek64 #เด็กไทย https://t.co/WoVVtCrYHy,2021-01-27 04:21:39,อันนี้คือมาจากใจล้วนๆตอนนี้เหนื่ยมากเครียดมากแต่ก็เป็นกำลังใจให้ทุกคนนะคะ✌🏻✌🏻เนื้อหาในภาพหากมีความผิดพลาดประการใดต้องขออภัยด้วยนะคะ🙏🏻
1151,คือมีเพื่อนคนนึงของผมเค้าโดนยึดโทรศัพท์เพราะเพื่อนในห้อง เหตุการณ์คือเพื่อนผมเค้านั่งเรียนครับแต่คาบนั่นเป็นคาบปฎิ… https://t.co/fH18jNJOGl,2021-01-27 12:25:49,คือมีเพื่อนคนนึงของผมเค้าโดนยึดโทรศัพท์เพราะเพื่อนในห้อง เหตุการณ์คือเพื่อนผมเค้านั่งเรียนครับแต่คาบนั่นเป็นคาบปฎิ…
1152,มีปีหนึ่งคือเหี้ยมากกกก นักเรียนหญิงคนหนึ่งไม่ทราบว่าใครถอดกางเกงในไว้ในห้องน้ำความเหี้ย ครูจับน.รญทุกคนมาตรวจกางเก… https://t.co/8fiPVTHskZ,2021-01-27 15:18:19,มีปีหนึ่งคือเหี้ยมากกกก นักเรียนหญิงคนหนึ่งไม่ทราบว่าใครถอดกางเกงในไว้ในห้องน้ำความเหี้ย ครูจับน รญทุกคนมาตรวจกางเก…
1153,สั่งงานแล้วบอกว่า ตรวจไม่ไหว ไม่ทันเพราะสอนหลายเซค พูดให้เห็นใจ แล้วไม่เห็นใจ นศ.บ้างหรอ สั่งงานมาก็เยอะ แล้ว นศ.ก็… https://t.co/wc9XUOL9ev,2021-01-27 15:33:01,สั่งงานแล้วบอกว่า ตรวจไม่ไหว ไม่ทันเพราะสอนหลายเซค พูดให้เห็นใจ แล้วไม่เห็นใจ นศ บ้างหรอ สั่งงานมาก็เยอะ แล้ว นศ ก็…
1154,คือทุกคนงับเค้ารู้สึกว่าเค้าเรียนไม่ได้เรื่องเลย อยากให้ทุกคนเเนะนำวิธีที่ให้เรียนรู้เรื่องหน่อยได้ไหมงับ เค้าสอบเเ… https://t.co/36GQZSCx2W,2021-01-28 11:59:58,คือทุกคนงับเค้ารู้สึกว่าเค้าเรียนไม่ได้เรื่องเลย อยากให้ทุกคนเเนะนำวิธีที่ให้เรียนรู้เรื่องหน่อยได้ไหมงับ เค้าสอบเเ…
1155,ทุกครั้งที่เรียนออนไลน์ #ประเทศสุดเก๋ #เรียนออนไลน์ https://t.co/OEVPBiqWaE,2021-01-28 14:46:44,ทุกครั้งที่เรียนออนไลน์
1156,ขอฝากเพจเกี่ยวกับสุขภาพด้วยนะคะ ซึ่งจะมีอะไรนั้นรอติดตามตอนต่อไปปปกันนะคะะะะ ขออนุญาตใช้ Hashtag เพื่อเป็นการโปรโมท… https://t.co/nuXQH2i8WR,2021-01-29 06:43:09,ขอฝากเพจเกี่ยวกับสุขภาพด้วยนะคะ ซึ่งจะมีอะไรนั้นรอติดตามตอนต่อไปปปกันนะคะะะะ ขออนุญาตใช้ Hash a  เพื่อเป็นการโปรโมท…
1157,"ระบายหน่อยเถอะ 
ก็ไม่เข้าใจเหมือนกันว่าวันนี้คือวันสุดท้ายของการเรียนออนไลน์ แต่กลับมาสั่งงาน แล้วอาทิตย์ที่ผ่านมาไ… https://t.co/IzsTViZB8m",2021-01-29 15:21:57,ระบายหน่อยเถอะ ก็ไม่เข้าใจเหมือนกันว่าวันนี้คือวันสุดท้ายของการเรียนออนไลน์ แต่กลับมาสั่งงาน แล้วอาทิตย์ที่ผ่านมาไ…
1158,ทุกคนคะคือพน.เราจะเปิดเทอมแล้วแล้วมันสลับเลขคี่คู่กับเรียนแต่เพื่อนสนิทเราอยู่คนละเลขกับเราหมดเลย เรากลัวเปิดเทอมไป… https://t.co/1t528KDS5Q,2021-01-29 17:27:02,ทุกคนคะคือพน เราจะเปิดเทอมแล้วแล้วมันสลับเลขคี่คู่กับเรียนแต่เพื่อนสนิทเราอยู่คนละเลขกับเราหมดเลย เรากลัวเปิดเทอมไป…
1159,"ฉันเกลียดการบ้าน ฉันเกลียดทุกอย่าง ฉันขี้เกียจทำการบ้านเพราะงานเยอะเกินไป กำลังใจฉันไม่มีทุกครั้งฉันไม่มีกำลังใจฉันท้อมาก555
#การศึกษาไทย",2021-01-30 03:43:05,ฉันเกลียดการบ้าน ฉันเกลียดทุกอย่าง ฉันขี้เกียจทำการบ้านเพราะงานเยอะเกินไป กำลังใจฉันไม่มีทุกครั้งฉันไม่มีกำลังใจฉันท้อมาก555
1160,การบ้านเยอะไม่ไหวเนาะ #การศึกษาฆ่าฉัน,2021-01-30 03:43:05,การบ้านเยอะไม่ไหวเนาะ
1161,อยากแนะนำครูสอนภาษาอังกฤษใจดี ช่วยครูหานักเรียน😆 ใครเคยกลัวชาวต่างชาติมาพูดด้วย แนะนำเลยฝึกกับครูทีมนี้ใจดีมากใจเย็… https://t.co/OjtA989U8a,2021-01-30 10:49:15,อยากแนะนำครูสอนภาษาอังกฤษใจดี ช่วยครูหานักเรียน😆 ใครเคยกลัวชาวต่างชาติมาพูดด้วย แนะนำเลยฝึกกับครูทีมนี้ใจดีมากใจเย็…
1162,"การบ้านอาจไม่ได้ฆ่าคุณโดยตรง
แต่การบ้านก็กำลังฆ่าคุณทางอ้อมอยู่ดี

#ประเทศทวย 
#การศึกษาฆ่าฉัน 
#การศึกษาไทย",2021-01-30 13:12:48,การบ้านอาจไม่ได้ฆ่าคุณโดยตรง แต่การบ้านก็กำลังฆ่าคุณทางอ้อมอยู่ดี
1163,ไหนคะไฟล์ ไหนคะวิดิโอ แนะนำยังไงเอ่ยย??? #เรียนออนไลน์ https://t.co/C11AbLs5Dm,2021-01-30 15:22:23,ไหนคะไฟล์ ไหนคะวิดิโอ แนะนำยังไงเอ่ยย   
1164,"""ครูว่าเรียนออนไลน์ไม่ค่อยได้ประสิธิภาพเท่าไหร่"" ก็เอาวิธีสอนแบบ on site มา สอน online เหมือนเอามาถุงเท้ามาใส่เป็น… https://t.co/Jy3pmmstQE",2021-01-31 11:49:11, ครูว่าเรียนออนไลน์ไม่ค่อยได้ประสิธิภาพเท่าไหร่  ก็เอาวิธีสอนแบบ on si e มา สอน online เหมือนเอามาถุงเท้ามาใส่เป็น…
1165,“การศึกษาไทยล้าหลัง” คงจะจริง ภาพนี้ถ้ามองผ่านๆ จะไม่คิดอะไร แต่ พ.ศ. ที่อยู่บนกระดานคือ ๒๔๘๗ มาจากภาพยนตร์เรื่อง สันติ-วีณา “การศึกษาไทยไม่ได้พัฒนามานานขนาดนี้แล้วหรอ” #การศึกษาไทย #ปฏิรูปการศึกษา https://t.co/T87W758Ubi,2021-01-31 18:34:38, การศึกษาไทยล้าหลัง  คงจะจริง ภาพนี้ถ้ามองผ่านๆ จะไม่คิดอะไร แต่ พ ศ  ที่อยู่บนกระดานคือ ๒๔๘๗ มาจากภาพยนตร์เรื่อง สันติ วีณา  การศึกษาไทยไม่ได้พัฒนามานานขนาดนี้แล้วหรอ 
1166,“การศึกษาไทยล้าหลัง” คงจะจริง ภาพนี้ถ้ามองผ่านๆ จะไม่คิดอะไร แต่ พ.ศ. ที่อยู่บนกระดานคือ ๒๔๘๗ มาจากภาพยนตร์เรื่อง… https://t.co/sbLdOnASHK,2021-01-31 18:34:38, การศึกษาไทยล้าหลัง  คงจะจริง ภาพนี้ถ้ามองผ่านๆ จะไม่คิดอะไร แต่ พ ศ  ที่อยู่บนกระดานคือ ๒๔๘๗ มาจากภาพยนตร์เรื่อง…
1167,- 💙goodnotes โน๊ตพกพา แค่มีแอพนี้ก็อุ่นใจ จดได้ แทรกรูปได้ เน้นข้อความได้ ตัดปัญหาแบกชีท เหน็บสมุดได้เลย - 💚… https://t.co/rlS4Uw33jF,2021-02-01 05:59:36,  💙 oodno es โน๊ตพกพา แค่มีแอพนี้ก็อุ่นใจ จดได้ แทรกรูปได้ เน้นข้อความได้ ตัดปัญหาแบกชีท เหน็บสมุดได้เลย   💚…
1168,จริงๆเราว่าการศึกษาไทยไม่ควรมีสอบ English Conversations ด้วยซ้ำอะเพราะภาษามันพลิกเเพลงได้ โอเค มันจะมี Tense มีหลัก… https://t.co/zrb0oaE5BR,2021-02-03 04:19:11,จริงๆเราว่าการศึกษาไทยไม่ควรมีสอบ En lish Conversa ions ด้วยซ้ำอะเพราะภาษามันพลิกเเพลงได้ โอเค มันจะมี Tense มีหลัก…
1169,จริงๆเราว่าการศึกษาไทยไม่ควรมีสอบ English Conversations ด้วยซ้ำอะเพราะภาษามันพลิกเเพลงได้ โอเค มันจะมี Tense มีหลักการ เเต่ใครจะไปรู้เพราะถ้าเขาบอกมาว่า What are you doing กูอาจจะตอบว่า it's not your business ก็ได้ #การศึกษาไทย,2021-02-03 04:19:11,จริงๆเราว่าการศึกษาไทยไม่ควรมีสอบ En lish Conversa ions ด้วยซ้ำอะเพราะภาษามันพลิกเเพลงได้ โอเค มันจะมี Tense มีหลักการ เเต่ใครจะไปรู้เพราะถ้าเขาบอกมาว่า Wha  are you doin  กูอาจจะตอบว่า i  s no  your business ก็ได้
1170,ความเป็นครูอะ เด็กไม่เข้าใจแล้วอธิบายดีๆไม่ได้เหรอคะ ปล่อยเด็กงงแล้วถามเพื่อนกันเอง ผิดก็โดนด่าอีก เออห่วยสัด… https://t.co/BDNEEeOSFS,2021-02-03 08:57:34,ความเป็นครูอะ เด็กไม่เข้าใจแล้วอธิบายดีๆไม่ได้เหรอคะ ปล่อยเด็กงงแล้วถามเพื่อนกันเอง ผิดก็โดนด่าอีก เออห่วยสัด…
1172,"พ่อไม่มีเงินเรียนตอนเด็กๆจนต้องไปอยู่วัดเพื่อเรียนหนังสือและเรียนจบตอนอายุ 30 ปีจบป.ตรี พ่อเลยอยากให้เราเรียนต่อเนื่องให้จบสูงๆ แต่เราดันซิ่ว 4 ปี และเราเรียนจบป.เอกให้พ่อภูมิใจ และเลี้ยงดูพ่อ เราอกตัญญูไหม 
#เด็ก65 #dek64 #การศึกษาไทย #เด็กซิ่ว64",2021-02-03 11:52:27,พ่อไม่มีเงินเรียนตอนเด็กๆจนต้องไปอยู่วัดเพื่อเรียนหนังสือและเรียนจบตอนอายุ 30 ปีจบป ตรี พ่อเลยอยากให้เราเรียนต่อเนื่องให้จบสูงๆ แต่เราดันซิ่ว 4 ปี และเราเรียนจบป เอกให้พ่อภูมิใจ และเลี้ยงดูพ่อ เราอกตัญญูไหม
1171,พ่อไม่มีเงินเรียนตอนเด็กๆจนต้องไปอยู่วัดเพื่อเรียนหนังสือและเรียนจบตอนอายุ 30 ปีจบป.ตรี พ่อเลยอยากให้เราเรียนต่อเ… https://t.co/Vb3Y7HIHnA,2021-02-03 11:52:27,พ่อไม่มีเงินเรียนตอนเด็กๆจนต้องไปอยู่วัดเพื่อเรียนหนังสือและเรียนจบตอนอายุ 30 ปีจบป ตรี พ่อเลยอยากให้เราเรียนต่อเ…
1173,ชีวิตเด็กม.1เริ่มเรียน8:30บางวัน7:30เลิกเรียน15:10สอบท่องสอบย่อยเรียนพิเศษต่ออีกกลับบ้านก็ต้องทำการบ้านที่มีเป็นกอง… https://t.co/Ro9180AgY5,2021-02-03 12:38:02,ชีวิตเด็กม 1เริ่มเรียน8 30บางวัน7 30เลิกเรียน15 10สอบท่องสอบย่อยเรียนพิเศษต่ออีกกลับบ้านก็ต้องทำการบ้านที่มีเป็นกอง…
1174,ล่าสุดโรงเรียนกูให้นักเรียนมานั่งต่ออิฐแล้วจ้า ที่มาของคำว่ารัก อทว. ช่วยกันสร้าง อทว.  #การศึกษาไทย https://t.co/7bsD0tpdC1,2021-02-03 17:58:14,ล่าสุดโรงเรียนกูให้นักเรียนมานั่งต่ออิฐแล้วจ้า ที่มาของคำว่ารัก อทว  ช่วยกันสร้าง อทว 
1175,"เป็นข้ออ้างที่ทำให้คนอื่นสามารถพูดคำว่า ""ห๊ะ อะไรนะ!? "" ได้พร้อมกันทั้งประเทศ อีดอก เบียวชิบหาย 
#โรงเรียนเทพาสงขลา… https://t.co/7jmYW2pmQk",2021-02-04 02:48:54,เป็นข้ออ้างที่ทำให้คนอื่นสามารถพูดคำว่า  ห๊ะ อะไรนะ     ได้พร้อมกันทั้งประเทศ อีดอก เบียวชิบหาย
1176,อยากเรียนอังกฤษให้รู้เรื่องตอนสอบเข้าตอนสัมภาษณ์กูทำไมทำได้ทำไมกูแน่ใจกับตัวเองว่าจะเรียนได้พยายามเต็มที่แล้วทำไมมั… https://t.co/AzpDWsXBR0,2021-02-04 15:46:05,อยากเรียนอังกฤษให้รู้เรื่องตอนสอบเข้าตอนสัมภาษณ์กูทำไมทำได้ทำไมกูแน่ใจกับตัวเองว่าจะเรียนได้พยายามเต็มที่แล้วทำไมมั…
1177,"เคยชอบภาษาอังกฤษมากแต่ตอนนี้ไม่แล้ว:-(
#การศึกษาไทย #การศึกษาฆ่าฉัน",2021-02-08 14:05:28,เคยชอบภาษาอังกฤษมากแต่ตอนนี้ไม่แล้ว   
1178,เมื่อไหร่หลักสูตรไทยจะทำอะไรมันพัฒนาจริงๆหรอคะ ทำไมไม่ให้เอาเวลาไปหาสิ่งที่ชอบคะ มัวแต่มานั่งเรียน8-9คาบ ทุกๆวันแบบนี้มันมีประโยชน์จริงๆหรอคะ ที่เรียนมานำไปใช้ในชีวิตประจำวันได้ไม่ถึง30%ด้วยซ้ำ นี้หรอประเทศที่ดีนักดีหนา #ความล้มเหลวของการศึกษาไทย,2021-02-08 16:05:46,เมื่อไหร่หลักสูตรไทยจะทำอะไรมันพัฒนาจริงๆหรอคะ ทำไมไม่ให้เอาเวลาไปหาสิ่งที่ชอบคะ มัวแต่มานั่งเรียน8 9คาบ ทุกๆวันแบบนี้มันมีประโยชน์จริงๆหรอคะ ที่เรียนมานำไปใช้ในชีวิตประจำวันได้ไม่ถึง30%ด้วยซ้ำ นี้หรอประเทศที่ดีนักดีหนา
1179,เมื่อไหร่หลักสูตรไทยจะทำอะไรมันพัฒนาจริงๆหรอคะ ทำไมไม่ให้เอาเวลาไปหาสิ่งที่ชอบคะ มัวแต่มานั่งเรียน8-9คาบ ทุกๆวันแบบ… https://t.co/bITdVT2mT8,2021-02-08 16:05:46,เมื่อไหร่หลักสูตรไทยจะทำอะไรมันพัฒนาจริงๆหรอคะ ทำไมไม่ให้เอาเวลาไปหาสิ่งที่ชอบคะ มัวแต่มานั่งเรียน8 9คาบ ทุกๆวันแบบ…
1180,"เด็กนั่งอ่านหนังสือสอบ ไม่ได้หลับไม่ได้นอน
#การศึกษาไทย",2021-02-11 15:54:53,เด็กนั่งอ่านหนังสือสอบ ไม่ได้หลับไม่ได้นอน
1181,"#การศึกษาไทย
เราเเละเพื่อนในห้องมีครูดูถูกทุกอย่าง ว่าไม่ต้องไปสอบ
หรอกร.รดังๆอะซึ้งคำนั้นมันทำให้เราเเละเพื่อนที่จ… https://t.co/Baf11Xg7HZ",2021-02-11 23:53:30,เราเเละเพื่อนในห้องมีครูดูถูกทุกอย่าง ว่าไม่ต้องไปสอบ หรอกร รดังๆอะซึ้งคำนั้นมันทำให้เราเเละเพื่อนที่จ…
1182,"#การศึกษาไทย
เราเเละเพื่อนในห้องมีครูดูถูกทุกอย่าง ว่าไม่ต้องไปสอบ
หรอกร.รดังๆอะซึ้งคำนั้นมันทำให้เราเเละเพื่อนที่จะไปสอบก็หมดหวังเเละพอออกจากห้องเพื่อนก็บอกว่า กูก็ไม่ใช่ที่จะไม่เก่งทุกอย่างงานที่กูถนัดยังพอได้ เเละอีกหลายคนก็บอกว่า
ครูอะไรดูถูกเด็ก ซึ้งฉันก็ไม่ชอบมากๆ",2021-02-11 23:53:30,เราเเละเพื่อนในห้องมีครูดูถูกทุกอย่าง ว่าไม่ต้องไปสอบ หรอกร รดังๆอะซึ้งคำนั้นมันทำให้เราเเละเพื่อนที่จะไปสอบก็หมดหวังเเละพอออกจากห้องเพื่อนก็บอกว่า กูก็ไม่ใช่ที่จะไม่เก่งทุกอย่างงานที่กูถนัดยังพอได้ เเละอีกหลายคนก็บอกว่า ครูอะไรดูถูกเด็ก ซึ้งฉันก็ไม่ชอบมากๆ
1183,กลุ่มผมต้องไปส่งงานให้เพื่อนทั้งห้องไม่เกิน12.30น. (เริ่มเรียน12.40น.)​แต่เพื่อนไม่เขียนชื่อเรียงผิดบ้างจนอีกสักช้า… https://t.co/z6IaKEqAw6,2021-02-11 23:54:37,กลุ่มผมต้องไปส่งงานให้เพื่อนทั้งห้องไม่เกิน12 30น   เริ่มเรียน12 40น   แต่เพื่อนไม่เขียนชื่อเรียงผิดบ้างจนอีกสักช้า…
1184,กลุ่มผมต้องไปส่งงานให้เพื่อนทั้งห้องไม่เกิน12.30น. (เริ่มเรียน12.40น.)​แต่เพื่อนไม่เขียนชื่อเรียงผิดบ้างจนอีกสักช้า10นาที ​เเล้วทีนี้ผมก็ไปส่ง ส่งเสร็จก็ขึ้น​ลิฟต์​เลย แล้วเข้าไปถึงประมาณ12.55น. ซึ่งช่วงพักผมไม่ได้กินข้าวเลยเพราะยังจัดการไม่เสร็จ มีต่อในเม้นครับ #การศึกษาไทย,2021-02-11 23:54:37,กลุ่มผมต้องไปส่งงานให้เพื่อนทั้งห้องไม่เกิน12 30น   เริ่มเรียน12 40น   แต่เพื่อนไม่เขียนชื่อเรียงผิดบ้างจนอีกสักช้า10นาที  เเล้วทีนี้ผมก็ไปส่ง ส่งเสร็จก็ขึ้น ลิฟต์ เลย แล้วเข้าไปถึงประมาณ12 55น  ซึ่งช่วงพักผมไม่ได้กินข้าวเลยเพราะยังจัดการไม่เสร็จ มีต่อในเม้นครับ
