,user,id,description,verified,created_at,location,favourites,retweets,entities
655,mypokoyoyo,1417832974674907142,อาทิตย์หน้าสอบแต่กูหมดสิทธิ์คือกูเหนื่อยแล้วจริงๆกูพยายามแล้ว #การศึกษาไทย,False,2021-07-21 13:04:57,,0,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [62, 74]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
656,_Amptz,1417834589574242309,คือทุกวันนี้ก็เครียดจะตายอยู่ละ ฉันปวดหัวทุกวัน คือปวดทุกวันจริงๆ แล้วแบบพอเรียนเสร็จก็นอนหลับ คือหลับแบบไม่คิดอยากจะลุกขึ้นมาอ่านหนังสือ ไฟในการอ่านมันหายไปหมดเลยเว้ย!! แล้วนี่จะยังมาจี้ให้เด็กคนหนึ่งต้องทนไม่ไหวกับการศึกษาบ้าๆนี้หรอ #กสพท65 #การศึกษาฆ่าฉัน #dek65,False,2021-07-21 13:11:22,,4,6,"{'hashtags': [{'text': 'กสพท65', 'indices': [235, 242]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [243, 258]}, {'text': 'dek65', 'indices': [259, 265]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
657,_Amptz,1417834589574242309,คือทุกวันนี้ก็เครียดจะตายอยู่ละ ฉันปวดหัวทุกวัน คือปวดทุกวันจริงๆ แล้วแบบพอเรียนเสร็จก็นอนหลับ คือหลับแบบไม่คิดอยากจะลุกขึ้นมาอ่านหนังสือ ไฟในการอ่านมันหายไปหมดเลยเว้ย!! แล้วนี่จะยังมาจี้ให้เด็กคนหนึ่งต้องทนไม่ไหวกับการศึกษาบ้าๆนี้หรอ #กสพท65 #การศึกษาฆ่าฉัน #dek65,False,2021-07-21 13:11:22,,5,6,"{'hashtags': [{'text': 'กสพท65', 'indices': [235, 242]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [243, 258]}, {'text': 'dek65', 'indices': [259, 265]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
658,10Aprilll,1417835389146996738,"เรียนออนไลน์=ครูหาก็อปงานในเน็ตมาให้เด็กทำ 
#เรียนออนไลน์เราจะตายกันหมด 
#การศึกษาไทย",False,2021-07-21 13:14:33,bbrightvc x winmetawin,2,3,"{'hashtags': [{'text': 'เรียนออนไลน์เราจะตายกันหมด', 'indices': [44, 71]}, {'text': 'การศึกษาไทย', 'indices': [73, 85]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
659,10Aprilll,1417835389146996738,"เรียนออนไลน์=ครูหาก็อปงานในเน็ตมาให้เด็กทำ 
#เรียนออนไลน์เราจะตายกันหมด 
#การศึกษาไทย",False,2021-07-21 13:14:33,bbrightvc x winmetawin,4,4,"{'hashtags': [{'text': 'เรียนออนไลน์เราจะตายกันหมด', 'indices': [44, 71]}, {'text': 'การศึกษาไทย', 'indices': [73, 85]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
660,NITO1_FanClub,1417836524456931328,ความพูมใจของรร.ที่คะแนนโอเน็ตติดท็อปเท็นของประเทศ แต่หารู้ไม่ความรู้ที่เด็กใช้สอบไม่ได้มาจากรร. แต่มาจากสถาบันติวข้างนอก #เบญคอน #การศึกษาไทย  #การศึกษาฆ่าฉัน,False,2021-07-21 13:19:04,,13,17,"{'hashtags': [{'text': 'เบญคอน', 'indices': [121, 128]}, {'text': 'การศึกษาไทย', 'indices': [129, 141]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [143, 158]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
661,NITO1_FanClub,1417836524456931328,ความพูมใจของรร.ที่คะแนนโอเน็ตติดท็อปเท็นของประเทศ แต่หารู้ไม่ความรู้ที่เด็กใช้สอบไม่ได้มาจากรร. แต่มาจากสถาบันติวข้างนอก #เบญคอน #การศึกษาไทย  #การศึกษาฆ่าฉัน,False,2021-07-21 13:19:04,,14,17,"{'hashtags': [{'text': 'เบญคอน', 'indices': [121, 128]}, {'text': 'การศึกษาไทย', 'indices': [129, 141]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [143, 158]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
662,Ssrry9,1417836802015076353,ตามนั้นค่ะ  เครียด เบื่อ หมดไฟ การบ้านเยอะ เรียนไม่รู้เรื่อง #การศึกษาฆ่าฉัน #การศึกษาไทย https://t.co/YxorVYqwAP,False,2021-07-21 13:20:10,,3,1,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [61, 76]}, {'text': 'การศึกษาไทย', 'indices': [77, 89]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1417836790694645768, 'id_str': '1417836790694645768', 'indices': [90, 113], 'media_url': 'http://pbs.twimg.com/media/E60rDJLVkAgOJ77.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E60rDJLVkAgOJ77.jpg', 'url': 'https://t.co/YxorVYqwAP', 'display_url': 'pic.twitter.com/YxorVYqwAP', 'expanded_url': 'https://twitter.com/Ssrry9/status/1417836802015076353/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}}}]}"
663,Ssrry9,1417836802015076353,ตามนั้นค่ะ  เครียด เบื่อ หมดไฟ การบ้านเยอะ เรียนไม่รู้เรื่อง #การศึกษาฆ่าฉัน #การศึกษาไทย https://t.co/YxorVYqwAP,False,2021-07-21 13:20:10,,1,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [61, 76]}, {'text': 'การศึกษาไทย', 'indices': [77, 89]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1417836790694645768, 'id_str': '1417836790694645768', 'indices': [90, 113], 'media_url': 'http://pbs.twimg.com/media/E60rDJLVkAgOJ77.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E60rDJLVkAgOJ77.jpg', 'url': 'https://t.co/YxorVYqwAP', 'display_url': 'pic.twitter.com/YxorVYqwAP', 'expanded_url': 'https://twitter.com/Ssrry9/status/1417836802015076353/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}}}]}"
664,Armyhyunsuk21,1417836846751485957,เปรียบเด็กเป็นต้นไม้ ละพวกคุณคือคนปลูก คนปลูกต้นไม้แบบนี้ต้นไม้ก็ตายหมดสิ ไม่ใส่ใจมันไม่ทนุถนอมมันบ้างเลย เอาแต่รดน้ำใส่ปุ๋ยเยอะๆเพื่อให้มันโตเร็วๆมันก็ตายกันหมดสิ คิดได้แค่นี้ประเทศชาติจะเจริญหรอคะ ห่วยแตกที่สุด #การศึกษาฆ่าฉัน ถ้าเลือกได้ก็ไม่อยากเติบโตในพื้นดินตรงนี้หรอก🙂,False,2021-07-21 13:20:21,,3,2,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [213, 228]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
665,Armyhyunsuk21,1417836846751485957,เปรียบเด็กเป็นต้นไม้ ละพวกคุณคือคนปลูก คนปลูกต้นไม้แบบนี้ต้นไม้ก็ตายหมดสิ ไม่ใส่ใจมันไม่ทนุถนอมมันบ้างเลย เอาแต่รดน้ำใส่ปุ๋ยเยอะๆเพื่อให้มันโตเร็วๆมันก็ตายกันหมดสิ คิดได้แค่นี้ประเทศชาติจะเจริญหรอคะ ห่วยแตกที่สุด #การศึกษาฆ่าฉัน ถ้าเลือกได้ก็ไม่อยากเติบโตในพื้นดินตรงนี้หรอก🙂,False,2021-07-21 13:20:21,,2,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [213, 228]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
666,koomjak,1417838653494075398,"เสียเวลาม.ปลายไปอย่างไร้ค่า ทั้งทีคาดหวังกับมันไว้ เพราะผู้ใหญ่บอกว่า ม.ปลายสนุกสุดแล้ว 
 #ผนงรจตกม #การศึกษาฆ่าฉัน #เรียนออนไลน์",False,2021-07-21 13:27:31,,1,0,"{'hashtags': [{'text': 'ผนงรจตกม', 'indices': [90, 99]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [100, 115]}, {'text': 'เรียนออนไลน์', 'indices': [116, 129]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
667,koomjak,1417838653494075398,"เสียเวลาม.ปลายไปอย่างไร้ค่า ทั้งทีคาดหวังกับมันไว้ เพราะผู้ใหญ่บอกว่า ม.ปลายสนุกสุดแล้ว 
 #ผนงรจตกม #การศึกษาฆ่าฉัน #เรียนออนไลน์",False,2021-07-21 13:27:31,,1,0,"{'hashtags': [{'text': 'ผนงรจตกม', 'indices': [90, 99]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [100, 115]}, {'text': 'เรียนออนไลน์', 'indices': [116, 129]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
668,carottx,1417843535127072768,กูไม่รู้จะพูดไงเลยอ่ะ ข้อความกูส่งไม่ไปเหรอ พอกูไม่ว่างก็ตามจิกยิกๆ พอกูว่างแล้วนี่คืออะไรอ่ะ  #การศึกษาไทย https://t.co/GIZdMb1sao,False,2021-07-21 13:46:55,,0,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [95, 107]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1417843529397587968, 'id_str': '1417843529397587968', 'indices': [108, 131], 'media_url': 'http://pbs.twimg.com/media/E60xLYzUUAAl-F6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E60xLYzUUAAl-F6.jpg', 'url': 'https://t.co/GIZdMb1sao', 'display_url': 'pic.twitter.com/GIZdMb1sao', 'expanded_url': 'https://twitter.com/carottx/status/1417843535127072768/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}}}]}"
669,LA_Paragon34,1417844508452999174,วันหยุดก็ไม่มีให้เด็ก ลดการบ้านก็ไม่ลด ไม่เอาอะไรเลยโรงเรียนนี่ สั่งงานอย่างเดียว #โรงเรียนไม่ดังย่านยานนาวา #การศึกษาไทย #การศึกษาฆ่าฉัน,False,2021-07-21 13:50:47,,7,7,"{'hashtags': [{'text': 'โรงเรียนไม่ดังย่านยานนาวา', 'indices': [82, 108]}, {'text': 'การศึกษาไทย', 'indices': [109, 121]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [122, 137]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
670,LA_Paragon34,1417844508452999174,วันหยุดก็ไม่มีให้เด็ก ลดการบ้านก็ไม่ลด ไม่เอาอะไรเลยโรงเรียนนี่ สั่งงานอย่างเดียว #โรงเรียนไม่ดังย่านยานนาวา #การศึกษาไทย #การศึกษาฆ่าฉัน,False,2021-07-21 13:50:47,,6,6,"{'hashtags': [{'text': 'โรงเรียนไม่ดังย่านยานนาวา', 'indices': [82, 108]}, {'text': 'การศึกษาไทย', 'indices': [109, 121]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [122, 137]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
671,kunpimaaoraiwa,1417844636094140420,ลดการบ้านหน่อยได้มั้ยคะคือเเบบทำไม่ทันเเล้วอะค่ะคนสั่งก็สั่งไม่ลืมหูลืมตาคนทำก็ทำไม่ทัน #โรงเรียนไม่ดังย่านยานนาวา #การศึกษาไทย #การศึกษาฆ่าฉัน,False,2021-07-21 13:51:18,ในใจเทอวได้ม้ายยยงู้ยยย,7,5,"{'hashtags': [{'text': 'โรงเรียนไม่ดังย่านยานนาวา', 'indices': [88, 114]}, {'text': 'การศึกษาไทย', 'indices': [115, 127]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [128, 143]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
672,kunpimaaoraiwa,1417844636094140420,ลดการบ้านหน่อยได้มั้ยคะคือเเบบทำไม่ทันเเล้วอะค่ะคนสั่งก็สั่งไม่ลืมหูลืมตาคนทำก็ทำไม่ทัน #โรงเรียนไม่ดังย่านยานนาวา #การศึกษาไทย #การศึกษาฆ่าฉัน,False,2021-07-21 13:51:18,ในใจเทอวได้ม้ายยยงู้ยยย,7,5,"{'hashtags': [{'text': 'โรงเรียนไม่ดังย่านยานนาวา', 'indices': [88, 114]}, {'text': 'การศึกษาไทย', 'indices': [115, 127]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [128, 143]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
673,starry_eyed555,1417853650257338372,ไม่รู้ว่าเมื่อไหร่เสียงของพวกเราจะถึงพวกผู้ใหญ่ข้างบนนะ จากใจคนเรียนครู เอาตามตรงตอนนี้จิตใจเริ่มไม่อยากเป็นครูแล้ว เพราะอะไรน่ะเหรอ เพราะพวกผู้ใหญ่ที่บริหารอะไรก็ไม่รู้แบบคุณๆไง #การศึกษาไทย #การศึกษาฆ่าฉัน #ประยุทธ์ออกไป #การศึกษาไทยส้นตีน @Politic2564 ฝากด้วยนะคะคุณตรีนุช https://t.co/IVSZj3I5ha,False,2021-07-21 14:27:07,ประเทศไทย,2,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [179, 191]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [192, 207]}, {'text': 'ประยุทธ์ออกไป', 'indices': [208, 222]}, {'text': 'การศึกษาไทยส้นตีน', 'indices': [223, 241]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Politic2564', 'name': 'ตรีนุช เทียนทอง', 'id': 1375029327369281539, 'id_str': '1375029327369281539', 'indices': [242, 254]}], 'urls': [], 'media': [{'id': 1417852497431982081, 'id_str': '1417852497431982081', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/E605VZVVcAED7Do.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E605VZVVcAED7Do.jpg', 'url': 'https://t.co/IVSZj3I5ha', 'display_url': 'pic.twitter.com/IVSZj3I5ha', 'expanded_url': 'https://twitter.com/starry_eyed555/status/1417853650257338372/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1051, 'h': 616, 'resize': 'fit'}, 'large': {'w': 1051, 'h': 616, 'resize': 'fit'}, 'small': {'w': 680, 'h': 399, 'resize': 'fit'}}}]}"
674,starry_eyed555,1417853650257338372,ไม่รู้ว่าเมื่อไหร่เสียงของพวกเราจะถึงพวกผู้ใหญ่ข้างบนนะ จากใจคนเรียนครู เอาตามตรงตอนนี้จิตใจเริ่มไม่อยากเป็นครูแล้ว เพราะอะไรน่ะเหรอ เพราะพวกผู้ใหญ่ที่บริหารอะไรก็ไม่รู้แบบคุณๆไง #การศึกษาไทย #การศึกษาฆ่าฉัน #ประยุทธ์ออกไป #การศึกษาไทยส้นตีน @Politic2564 ฝากด้วยนะคะคุณตรีนุช https://t.co/IVSZj3I5ha,False,2021-07-21 14:27:07,ประเทศไทย,2,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [179, 191]}, {'text': 'การศึกษาฆ่าฉัน', 'indices': [192, 207]}, {'text': 'ประยุทธ์ออกไป', 'indices': [208, 222]}, {'text': 'การศึกษาไทยส้นตีน', 'indices': [223, 241]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Politic2564', 'name': 'ตรีนุช เทียนทอง', 'id': 1375029327369281539, 'id_str': '1375029327369281539', 'indices': [242, 254]}], 'urls': [], 'media': [{'id': 1417852497431982081, 'id_str': '1417852497431982081', 'indices': [276, 299], 'media_url': 'http://pbs.twimg.com/media/E605VZVVcAED7Do.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E605VZVVcAED7Do.jpg', 'url': 'https://t.co/IVSZj3I5ha', 'display_url': 'pic.twitter.com/IVSZj3I5ha', 'expanded_url': 'https://twitter.com/starry_eyed555/status/1417853650257338372/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1051, 'h': 616, 'resize': 'fit'}, 'large': {'w': 1051, 'h': 616, 'resize': 'fit'}, 'small': {'w': 680, 'h': 399, 'resize': 'fit'}}}]}"
675,ttpemm9,1417858275463241728,เอาจริง2ปีมาละอะที่ทุกอย่างมันเป็นแบบนี้มีแต่แย่ลง แค่ตอนนี้คิดแค่ว่าใช้ชีวิตรอดไปก็ดีแค่ไหนละ ไหนจะม6แทนที่จะได้ไปใช้ชีวิตในแบบที่อยากทำ ในสิ่งที่ต้องการ เฮฮาตามวัยตอนม5ก็ไม่ได้ทำอะไรหลายอย่างๆ น่าเบื่อโคตร พอตอนนี้อยู่ม6มันยิ่งกดดัน  และใมาเจอแบบนี้อีก #การศึกษาฆ่าฉัน,False,2021-07-21 14:45:30,"สะพานสูง, กรุงเทพมหานคร",0,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [255, 270]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
676,ttpemm9,1417858275463241728,เอาจริง2ปีมาละอะที่ทุกอย่างมันเป็นแบบนี้มีแต่แย่ลง แค่ตอนนี้คิดแค่ว่าใช้ชีวิตรอดไปก็ดีแค่ไหนละ ไหนจะม6แทนที่จะได้ไปใช้ชีวิตในแบบที่อยากทำ ในสิ่งที่ต้องการ เฮฮาตามวัยตอนม5ก็ไม่ได้ทำอะไรหลายอย่างๆ น่าเบื่อโคตร พอตอนนี้อยู่ม6มันยิ่งกดดัน  และใมาเจอแบบนี้อีก #การศึกษาฆ่าฉัน,False,2021-07-21 14:45:30,"สะพานสูง, กรุงเทพมหานคร",0,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [255, 270]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
677,uGLWYXB33TCJZhJ,1417859180149428229,จะมาบอกอะไรบางอย่าง(เราเคยบอกกับครอบครัวเเล้วค่ะ เเต่ไม่มีใครเชื่อ)เราเรียนออนไลน์มา 3-4 เดิือนเเล้วคะปกติเราก็เป็นโรคซึมเศร้าอยู่แล้วเพราะยิ่งมาเรียนออนไลน์แล้วโดนกดดันจากครอบครัวเรายิ่งเป็นแรงเข้าไปอีกค่ะ เราเคยบอกกับครอบครัวแล้วแต่เขาก็ไม่เคยเชื่อเราเลยค่ะ(ต่อ) #การศึกษาฆ่าฉัน,False,2021-07-21 14:49:05,,1,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [265, 280]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
678,uGLWYXB33TCJZhJ,1417859180149428229,จะมาบอกอะไรบางอย่าง(เราเคยบอกกับครอบครัวเเล้วค่ะ เเต่ไม่มีใครเชื่อ)เราเรียนออนไลน์มา 3-4 เดิือนเเล้วคะปกติเราก็เป็นโรคซึมเศร้าอยู่แล้วเพราะยิ่งมาเรียนออนไลน์แล้วโดนกดดันจากครอบครัวเรายิ่งเป็นแรงเข้าไปอีกค่ะ เราเคยบอกกับครอบครัวแล้วแต่เขาก็ไม่เคยเชื่อเราเลยค่ะ(ต่อ) #การศึกษาฆ่าฉัน,False,2021-07-21 14:49:05,,1,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [265, 280]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
679,uGLWYXB33TCJZhJ,1417861090264829961,ต่อ เราบอกหลายครั้งมากเเต่ไม่มีใครเชื่อสักนิดปกติเราเป็นคนเฟรนลี่เข้าหาง่ายยิ้มเก่ง จนตอนนี้เรากลายเป็นคนไม่พูดไม่จาเงียบเย็นชาไม่มีรอยยิ้มแล้วไม่มีความสุขแล้วด้วยจนเราไปตรวจมาหมอบอกว่าเราเป็นโรคซึมเศร้าชนิดเรื้อรังมันร้ายแรงมากเลย เราพยายามทำร้ายตัวหลายครั้งมาก...#การศึกษาฆ่าฉัน https://t.co/b9R5Ooxc28,False,2021-07-21 14:56:41,,1,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [265, 280]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1417861087601463296, 'id_str': '1417861087601463296', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/E61BJaNVkAAJKUJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E61BJaNVkAAJKUJ.jpg', 'url': 'https://t.co/b9R5Ooxc28', 'display_url': 'pic.twitter.com/b9R5Ooxc28', 'expanded_url': 'https://twitter.com/uGLWYXB33TCJZhJ/status/1417861090264829961/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 389, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 412, 'resize': 'fit'}, 'large': {'w': 720, 'h': 412, 'resize': 'fit'}}}]}"
680,uGLWYXB33TCJZhJ,1417861090264829961,ต่อ เราบอกหลายครั้งมากเเต่ไม่มีใครเชื่อสักนิดปกติเราเป็นคนเฟรนลี่เข้าหาง่ายยิ้มเก่ง จนตอนนี้เรากลายเป็นคนไม่พูดไม่จาเงียบเย็นชาไม่มีรอยยิ้มแล้วไม่มีความสุขแล้วด้วยจนเราไปตรวจมาหมอบอกว่าเราเป็นโรคซึมเศร้าชนิดเรื้อรังมันร้ายแรงมากเลย เราพยายามทำร้ายตัวหลายครั้งมาก...#การศึกษาฆ่าฉัน https://t.co/b9R5Ooxc28,False,2021-07-21 14:56:41,,1,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [265, 280]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1417861087601463296, 'id_str': '1417861087601463296', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/E61BJaNVkAAJKUJ.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E61BJaNVkAAJKUJ.jpg', 'url': 'https://t.co/b9R5Ooxc28', 'display_url': 'pic.twitter.com/b9R5Ooxc28', 'expanded_url': 'https://twitter.com/uGLWYXB33TCJZhJ/status/1417861090264829961/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 389, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 412, 'resize': 'fit'}, 'large': {'w': 720, 'h': 412, 'resize': 'fit'}}}]}"
681,uGLWYXB33TCJZhJ,1417861986663100420,มันเหนื่อย มีหลายครั้งที่กูอยากฆ่าตัวตายอ้ะ กูได้ทำนะเว้ย แต่ความฝันการเป็นไอดอลของกูก็ไม่อยากทิ้งเหมือนกัน แม้มันจะยากแค่ไหนกูก็ต้องทำให้ได้นั่นแหละก็แค่ฝืนแล้วทำต่อไป ไม่ไหวก็พัก พักแต่ไม่กลับมาทำอีก #การศึกษาฆ่าฉัน,False,2021-07-21 15:00:14,,1,1,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [202, 217]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
682,uGLWYXB33TCJZhJ,1417861986663100420,มันเหนื่อย มีหลายครั้งที่กูอยากฆ่าตัวตายอ้ะ กูได้ทำนะเว้ย แต่ความฝันการเป็นไอดอลของกูก็ไม่อยากทิ้งเหมือนกัน แม้มันจะยากแค่ไหนกูก็ต้องทำให้ได้นั่นแหละก็แค่ฝืนแล้วทำต่อไป ไม่ไหวก็พัก พักแต่ไม่กลับมาทำอีก #การศึกษาฆ่าฉัน,False,2021-07-21 15:00:14,,0,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [202, 217]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
683,Bearerrrr,1417862783027216385,เลิกซักทีกับอีคำว่า สอนไม่ทัน เวลาไม่พอ เเล้วมันใช่เรื่องของกูมั้ย แล้วถ้ากูพูดว่า กูเรียนไม่ไหว หยุดเอาเวลาว่างกูไปซักที จะรับฟังกูมั้ย อยากได้เวลาชีวิตกูมากขนาดนั้นเลยหรอ ให้กูเรียนแม่งตลอดเวลาเลย 24 ชม. เอามั้ยอีสัส เรียนแม่งให้ตายห่าไปเลย #การศึกษาฆ่าฉัน,False,2021-07-21 15:03:24,ประเทศไทย,0,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [243, 258]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
684,Bearerrrr,1417862783027216385,เลิกซักทีกับอีคำว่า สอนไม่ทัน เวลาไม่พอ เเล้วมันใช่เรื่องของกูมั้ย แล้วถ้ากูพูดว่า กูเรียนไม่ไหว หยุดเอาเวลาว่างกูไปซักที จะรับฟังกูมั้ย อยากได้เวลาชีวิตกูมากขนาดนั้นเลยหรอ ให้กูเรียนแม่งตลอดเวลาเลย 24 ชม. เอามั้ยอีสัส เรียนแม่งให้ตายห่าไปเลย #การศึกษาฆ่าฉัน,False,2021-07-21 15:03:24,ประเทศไทย,0,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [243, 258]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
685,mmmlllol,1417865046911115266,ไม่มีเงินเยียวยานักเรียนบ้างหรอ ค่าเทอมก็ไม่ลด เรียนออนไลน์ค่าไฟก็จ่ายเอง ไหนจะค่ากายภาพบำบัด ค่าโรคซึมเศร้า คลินิกก็ไปไม่ได้ หน้ายังกะซอมบี้ ออฟฟิศซินโดรมเช็กแล้วจ่ะ รัฐเยียวยาเหี้ยไรให้กุบ้าง จะบ้าตายรายวันไม่เกินจริงอีเหี้ย การบ้านเป็นภูเขา เรียนก็ไม่รู้เรื่อง #การศึกษาฆ่าฉัน,False,2021-07-21 15:12:24,,0,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [264, 279]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
686,mmmlllol,1417865046911115266,ไม่มีเงินเยียวยานักเรียนบ้างหรอ ค่าเทอมก็ไม่ลด เรียนออนไลน์ค่าไฟก็จ่ายเอง ไหนจะค่ากายภาพบำบัด ค่าโรคซึมเศร้า คลินิกก็ไปไม่ได้ หน้ายังกะซอมบี้ ออฟฟิศซินโดรมเช็กแล้วจ่ะ รัฐเยียวยาเหี้ยไรให้กุบ้าง จะบ้าตายรายวันไม่เกินจริงอีเหี้ย การบ้านเป็นภูเขา เรียนก็ไม่รู้เรื่อง #การศึกษาฆ่าฉัน,False,2021-07-21 15:12:24,,0,0,"{'hashtags': [{'text': 'การศึกษาฆ่าฉัน', 'indices': [264, 279]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
687,PLSforgetM,1417874872659677188,"อยากกอดทุกคนที่ต้องเจอกับการศึกษาแบบนี้ เราเข้าใจทุกคน ในวันนี้เราไม่ไหวกับการศึกษาแบบนี้จริงๆ หลายๆคนก็ไม่ไหวเหมือนกับเรา แต่เค้าทำอะไรไม่ได้ เพราะรัฐบาลที่บังคับให้พวกเค้าจน ทำให้พวกเค้าไม่มีทางเลือก มันเป็นอะไรที่น่าเศร้ามาก ไม่มีใครอยากอยู่ในประเทศแบบนี้หรอก
#การศึกษาไทย",False,2021-07-21 15:51:27,,1,0,"{'hashtags': [{'text': 'การศึกษาไทย', 'indices': [263, 275]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
